id,name,rating,genre,plot_summary,poster_url,release_year,duration,type
147,Money Heist Season 3 (2019),8.7,"Crime, Thriller, Action","After their successful heist, the gang is forced back into action to rescue a captured member, setting the stage for a meticulously planned new operation. Personal tensions, law enforcement pressure, and moral dilemmas intertwine as each character confronts their vulnerabilities and loyalties. Season 3 combines suspense, emotion, and clever plot twists, highlighting the consequences of the group’s choices and the intricate dynamics that have made the series a global sensation.",https://m.media-amazon.com/images/M/MV5BZjkxZWJiNTUtYjQwYS00MTBlLTgwODQtM2FkNWMyMjMwOGZiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,6 Hrs 25 Mins,WEBSERIES
148,Money Heist Season 2 (2017),8.6,"Crime, Thriller, Action","In the continuation of the original story, the crew faces escalating challenges as law enforcement closes in. Strategic maneuvers, internal conflict, and tense hostage situations define the season, pushing the characters to the brink. Relationships are tested, and the consequences of prior decisions begin to unfold. Season 2 intensifies the series’ signature blend of suspense, clever plotting, and emotional depth, culminating in thrilling confrontations and unexpected turns.",https://m.media-amazon.com/images/M/MV5BZjkxZWJiNTUtYjQwYS00MTBlLTgwODQtM2FkNWMyMjMwOGZiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2017,6 Hrs 52 Mins,WEBSERIES
149,Money Heist Season 1 (2017),8.5,"Crime, Thriller, Action","The series begins with the enigmatic Professor assembling a team of skilled criminals for the ultimate heist: to print billions at the Royal Mint of Spain. The season follows their meticulous planning, complex dynamics, and high-stakes execution, with tension escalating inside and outside the Mint. Each character’s backstory adds depth and intrigue, while moral dilemmas and psychological games heighten the drama. Season 1 sets the tone for the global phenomenon, blending thrilling action with emotional and strategic storytelling.",https://m.media-amazon.com/images/M/MV5BZjkxZWJiNTUtYjQwYS00MTBlLTgwODQtM2FkNWMyMjMwOGZiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2017,6 Hrs 52 Mins,WEBSERIES
150,Lucifer Season 6 (2021),8.7,"Crime, Fantasy, Drama","In the final season of Lucifer, the fallen angel-turned-king of Los Angeles, Lucifer Morningstar, faces his ultimate destiny. As celestial and human conflicts intertwine, he must confront his past choices, personal relationships, and the moral complexities of power and redemption. The season delves into Lucifer’s evolution from hedonistic ruler to a responsible leader, while intertwining mysteries, divine challenges, and human drama. With high stakes, clever plotting, and emotional depth, Season 6 wraps up the beloved series, resolving lingering arcs and delivering satisfying conclusions for all characters.",https://m.media-amazon.com/images/M/MV5BYzMwNzI3MWItZTIzYi00YjkxLThhOWQtYmUwYjg4NWM0ZWI1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2021,44 minutes/episode,WEBSERIES
151,Lucifer Season 5 (2020),8.6,"Crime, Fantasy, Drama","Season 5 begins with the shocking revelation of Lucifer’s twin brother, Michael, whose arrival threatens both the human and celestial worlds. Lucifer struggles with family loyalty, love, and justice as he confronts his own identity. Tom Ellis leads an ensemble cast delivering a perfect balance of humor, intrigue, and emotional intensity. The season blends crime-solving in Los Angeles with supernatural challenges, exploring the themes of redemption, rivalry, and personal growth. Twists, divine schemes, and clever writing keep audiences on the edge of their seats.",https://m.media-amazon.com/images/M/MV5BNDkyODU0NWQtMWJmNS00NWFmLWIzOGMtNjAwZmNlNjc0MGZjXkEyXkFqcGc@._V1_.jpg,2020,44 minutes/episode,WEBSERIES
152,Lucifer Season 4 (2019),8.5,"Crime, Fantasy, Drama","The fourth season explores the consequences of Chloe Decker learning Lucifer’s true identity as the Devil. The dynamic between celestial truth and human emotion creates a compelling narrative full of tension, romance, and moral questioning. Lucifer faces threats both from humans and supernatural forces while attempting to maintain a semblance of normalcy. With a mix of procedural crime-solving, witty banter, and deep character exploration, this season highlights how love, trust, and forgiveness shape both human and divine experiences.",https://m.media-amazon.com/images/M/MV5BYzMwNzI3MWItZTIzYi00YjkxLThhOWQtYmUwYjg4NWM0ZWI1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,44 minutes/episode,WEBSERIES
153,Lucifer Season 3 (2017),8.4,"Crime, Fantasy, Drama","Season 3 introduces new antagonists and complex cases for the LAPD, testing the limits of Lucifer’s morality and charm. The arrival of a cunning and dangerous foe challenges both Lucifer and Chloe, blurring lines between justice and revenge. While solving crimes, Lucifer navigates personal dilemmas, heavenly politics, and his growing connection with humans. The season is a mix of supernatural fantasy, humor, and emotional depth, solidifying the show’s unique blend of procedural drama with celestial intrigue.",https://m.media-amazon.com/images/M/MV5BYzMwNzI3MWItZTIzYi00YjkxLThhOWQtYmUwYjg4NWM0ZWI1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2017,44 minutes/episode,WEBSERIES
154,Breaking Bad Season 3 (2010),9.5,"Crime, Drama, Thriller","In Season 3, the story delves deeper into Walter White’s descent into the criminal underworld as he partners with Gus Fring to expand the meth empire. Jesse struggles with guilt and conflicting loyalties, and the tension between mentor and student escalates. Meanwhile, Hank Schrader intensifies his investigation, drawing closer to the truth about Heisenberg. The season explores moral ambiguity, power, and the consequences of ambition through intricate storytelling, compelling performances, and high-stakes drama.",https://m.media-amazon.com/images/M/MV5BMzU5ZGYzNmQtMTdhYy00OGRiLTg0NmQtYjVjNzliZTg1ZGE4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2010,47 min/Episode,WEBSERIES
155,Lucifer Season 2 (2016),8.3,"Crime, Fantasy, Drama","In Season 2, Lucifer faces the consequences of revealing his identity to the world while balancing his duties in Hell and on Earth. The arrival of new celestial and human characters intensifies conflict, while Lucifer’s relationships, particularly with Chloe and Maze, become increasingly complex. The season dives into moral dilemmas, loyalty, and identity crises, all wrapped in witty dialogue, thrilling cases, and supernatural adventures. It’s a pivotal season that develops the overarching narrative of redemption and family dynamics.",https://m.media-amazon.com/images/M/MV5BYzMwNzI3MWItZTIzYi00YjkxLThhOWQtYmUwYjg4NWM0ZWI1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2016,44 minutes/episode,WEBSERIES
156,Lucifer Season 1 (2016),8.2,"Crime, Fantasy, Drama","The series introduces Lucifer Morningstar, the Devil, bored of his life in Hell, who relocates to Los Angeles and begins assisting the LAPD in solving crimes. Season 1 establishes the show’s unique tone—blending crime procedural, supernatural elements, humor, and romance. Lucifer’s interactions with Detective Chloe Decker create tension, intrigue, and emotional stakes. The season explores the duality of his character, the conflict between his hedonistic tendencies and moral conscience, and sets the foundation for the complex arcs that follow.",https://m.media-amazon.com/images/M/MV5BYzMwNzI3MWItZTIzYi00YjkxLThhOWQtYmUwYjg4NWM0ZWI1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2016,44 minutes/episode,WEBSERIES
157,Breaking Bad Season 4 (2011),9.6,"Crime, Drama, Thriller","Season 4 heightens the tension between Walter White and his formidable nemesis, Gus Fring. Walter and Jesse are caught in a deadly game of cat-and-mouse, with stakes higher than ever before. Trust and loyalty are tested, and the moral boundaries of each character blur under pressure. As alliances form and shatter, every move carries consequences that could mean life or death. The season expertly blends suspense, strategic thinking, and psychological drama, showing Walter’s evolution into a ruthless criminal mastermind.",https://m.media-amazon.com/images/M/MV5BMzU5ZGYzNmQtMTdhYy00OGRiLTg0NmQtYjVjNzliZTg1ZGE4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2011,47 min/Episode,WEBSERIES
158,Breaking Bad Season 5 (2012),9.7,"Crime, Drama, Thriller","The fifth and final season of Breaking Bad sees Walter White at the height of his transformation into the feared drug kingpin, Heisenberg. His empire has expanded, but so has the danger surrounding him. Jesse Pinkman struggles with guilt and trauma as the body count rises, while law enforcement closes in. The season explores the consequences of ambition, pride, and moral compromise as Walter’s actions impact everyone around him, leading to a climactic finale that redefines television storytelling.",https://m.media-amazon.com/images/M/MV5BMzU5ZGYzNmQtMTdhYy00OGRiLTg0NmQtYjVjNzliZTg1ZGE4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2012,42 min/Episode,WEBSERIES
159,Breaking Bad Season 2 (2009),9.4,"Crime, Drama, Thriller","Season 2 continues Walter White’s transformation from a desperate high school chemistry teacher into the feared criminal Heisenberg. His partnership with Jesse Pinkman becomes increasingly complex as the meth operation grows. The consequences of their choices ripple through their lives and those around them, including Walter’s family. The season is full of suspense, unexpected twists, and character-driven drama, highlighting the moral dilemmas faced by individuals in extreme circumstances.",https://m.media-amazon.com/images/M/MV5BMzU5ZGYzNmQtMTdhYy00OGRiLTg0NmQtYjVjNzliZTg1ZGE4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2009,47 min/Episode,WEBSERIES
160,Gen V Season 2 (2025) Hindi Dubbed Series,8.4,"Action, Drama, Superhero","The second season of Gen V pushes the boundaries of power and corruption in the world of young superheroes. Following the bloody fallout from Godolkin University, Marie Moreau and her friends find themselves fugitives, hunted by Vought International for knowing too much. As they uncover new experiments involving Compound V and bioengineered Supes, the students must choose between saving themselves or exposing the corporation that created them. Loyalties fracture when a new wave of Supes emerges—faster, deadlier, and unstable.",https://m.media-amazon.com/images/M/MV5BZDc4MTliMTEtODk3My00YWRhLTg0NTktZDJjMTRlMmY4ZmIxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,52 min/episode,WEBSERIES
161,Peacemaker Season 2 (2025) Hindi Dubbed Series,8.7,"Action, Comedy, Superhero","Peacemaker returns for its second explosive season, with John Cena reprising his role as the crude yet oddly lovable antihero Christopher Smith. Haunted by his father’s death and desperate for redemption, Peacemaker finds himself caught between the government’s secret operations and a new alien threat that challenges his warped sense of justice. Balancing outrageous humor, emotional vulnerability, and spectacular action, Season 2 deepens Peacemaker’s journey from merciless killer to reluctant savior.",https://m.media-amazon.com/images/M/MV5BZDIyMGU2NTktOTM3YS00OTRjLWJiMmItNDEyNjVhZTZiZGUxXkEyXkFqcGc@._V1_.jpg,2025,50 min/episode,WEBSERIES
162,Wednesday Season 2 (2025) Hindi Dubbed Series (Web-DL),8.5,"Mystery, Comedy, Fantasy","The gothic charm and razor-sharp wit of Wednesday return as Jenna Ortega reprises her role as Wednesday Addams, now navigating the dark legacy of Nevermore Academy. Season 2 raises the stakes with new mysteries, a sinister cult beneath the school grounds, and a prophecy that could destroy everything she holds dear. Blending supernatural intrigue with biting humor, it’s a stylish, haunting continuation that explores identity, belonging, and rebellion against expectations.",https://m.media-amazon.com/images/M/MV5BMDE1NjNmZjgtZTg0OC00NjkxLWEzYzItMDNkMTc3YjgxZWQyXkEyXkFqcGc@._V1_.jpg,2025,47 min/episode,WEBSERIES
163,Nero the Assassin (2025) S01 Hindi Dubbed Series,7.8,"Action, Thriller, Crime","Set in the neon underbelly of Paris, Nero the Assassin tells the story of Nero, a contract killer haunted by his past. Once the most feared hitman in Europe, Nero vanishes after a botched job leaves a child orphaned. Years later, he’s pulled back into the underworld when a mysterious client offers him a final assignment — to eliminate the very organization he once served. As Nero tracks down his former allies, his moral compass begins to shift. Torn between redemption and revenge, he becomes both hunter and hunted. Stylishly shot and emotionally gripping, the series explores the psychology of violence, guilt, and redemption.",https://m.media-amazon.com/images/M/MV5BYzJmOTQzMmUtOWVjNS00MzhhLWE3OTYtMmNlMDlkYjAxMTBjXkEyXkFqcGc@._V1_.jpg,2025,50 min/episode,WEBSERIES
164,The New Force (2025) S01 Hindi Dubbed Series,7.9,"Sci-Fi, Drama, Mystery","In a near-future Scandinavia, a strange cosmic event alters the DNA of thousands, giving rise to a new generation known as “The Force.” These individuals possess extraordinary abilities, but society fears their growing power. Agnes Rase stars as a scientist trying to understand the mutation while hiding her own secret — she’s one of them. When a government task force begins rounding up the gifted, she must decide whether to expose the truth or protect her kind. The series delves into themes of identity, freedom, and control, with visually stunning effects and deep emotional storytelling that blurs the line between heroism and survival.",https://m.media-amazon.com/images/M/MV5BNzg0ZTFhODQtNTA0Ni00YTBlLTg5ZmYtOTE1ZGExZTRmNDE0XkEyXkFqcGc@._V1_.jpg,2025,53 min/episode,WEBSERIES
165,Old Dog New Tricks (2025) S01 Hindi Dubbed Series,7.5,"Comedy, Drama, Crime","When retired detective Ricardo Fuentes (Luis Zahera) is dragged out of retirement to help solve a bizarre crime spree in Madrid, he finds that modern policing has changed—and not in his favor. Partnered with a tech-savvy rookie (Lucía Caraballo), Ricardo must navigate smartphones, social media, and digital forensics, all while dealing with his ex-wife’s remarriage and his stubborn dog who refuses to listen. Old Dog New Tricks balances sharp humor with heartfelt storytelling as Ricardo learns that experience can still outmatch technology.","https://m.media-amazon.com/images/M/MV5BMjI3NjllNmYtYWY0OS00NDRkLWE4MzktYTc1NjZhMWY3ZDhlXkEyXkFqcGc@._V1_QL75_UY281_CR18,0,190,281_.jpg",2025,45 min/episode,WEBSERIES
166,Dudes (2025) S01 Hindi Dubbed Series,7.3,"Comedy, Drama, Friendship","A heartfelt coming-of-age story about four lifelong friends trying to navigate adulthood in their thirties. Dudes follows them as they juggle relationships, careers, and identity crises in a fast-changing world. When one of them inherits a failing café, the group decides to run it together, turning every episode into a mix of chaos, humor, and heart. The show highlights modern masculinity, vulnerability, and the importance of friendship in uncertain times.",https://m.media-amazon.com/images/M/MV5BZWFiMzEzZTQtZjFiZC00YjhjLTk3Y2QtYzA2MjE4MmRiNzdmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,42 min/episode,WEBSERIES
167,House of Guinness (2025) S01 Hindi Dubbed Series,8.2,"Historical, Drama, Biography","Based on the rise of the world’s most famous brewery family, House of Guinness dramatizes the story of ambition, betrayal, and legacy behind Ireland’s iconic stout. Set in 19th-century Dublin, Anthony Boyle plays Arthur Guinness II, who struggles to expand his family’s empire amid political upheaval and industrial revolution. Louis Partridge and James Norton star as rival brewers determined to steal his formula and destroy his reputation. With stunning period detail and rich emotional storytelling, the series explores how innovation, faith, and family shaped a global dynasty. House of Guinness combines real history with fictional intrigue, capturing the intoxicating blend of pride and passion that brewed an empire.",https://m.media-amazon.com/images/M/MV5BM2IzZDg0ODYtYWUyZi00YmJmLWE2N2MtMmRmNjAzMWRiYTAzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,55 min/episode,WEBSERIES
168,Monster: The Ed Gein Story (2025) S01 Hindi Dubbed Series,8.5,"Crime, Thriller, Psychological","From the creators of Dahmer, Monster: The Ed Gein Story revisits one of America’s most disturbing real-life killers. Evan Peters delivers a chilling yet tragic portrayal of Ed Gein, whose crimes in 1950s Wisconsin shocked the world. Told through flashbacks and psychological interviews, the series explores how trauma, isolation, and obsession turned a quiet farmhand into a monster. Richard Jenkins plays the local sheriff haunted by the case, while Cooper Koch portrays a journalist determined to uncover the truth. The show balances horror with human complexity, making viewers question whether evil is born or made.",https://m.media-amazon.com/images/M/MV5BZWFlNDM1YzEtZjk2MS00MjZmLThhYzMtYmQwYzc5ZTNmYTE2XkEyXkFqcGc@._V1_.jpg,2025,54 min/episode,WEBSERIES
169,The Darkness (2024) S01 Hindi Dubbed Series,7.7,"Mystery, Thriller, Nordic Noir","In the remote Icelandic countryside, a series of disappearances leads detective Jón Einarsson (Árni Lárusson) into a chilling investigation that uncovers a web of supernatural secrets. The Darkness blends crime drama with eerie folklore, as Jón and his partner (Þorsteinn Bachmann) discover that the small town they’re investigating hides something ancient beneath its frozen soil. Atmospheric cinematography and slow-burning tension create a haunting experience that explores grief, guilt, and the thin line between reality and myth. As winter deepens, so does the darkness within the human soul.",https://m.media-amazon.com/images/M/MV5BZGI3NzkxN2MtZDMxOC00YzgwLWEyNTUtZmMwN2YzM2YzYTI4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2024,52 min/episode,WEBSERIES
170,NCIS: Tony and Ziva (2025) S01 Hindi Dubbed Series,8.1,"Action, Crime, Drama","A thrilling spin-off of the hit NCIS franchise, this series reunites Michael Weatherly and Cote de Pablo as Tony and Ziva, now living undercover in Europe. When their daughter becomes the target of a shadowy terrorist network, the couple must return to their old ways to protect their family and uncover a global conspiracy. Amita Suman joins the cast as a young hacker who becomes their unlikely ally. Balancing intense action with heartfelt family drama, the series revives the chemistry that made fans fall in love with the duo. Every mission tests their trust, love, and survival instincts as they race against time to stop a new wave of threats.",https://m.media-amazon.com/images/M/MV5BZWIyMGQxN2UtYzg1Zi00NzAwLTg3Y2QtYzRmZDJiZjg2NjBiXkEyXkFqcGc@._V1_.jpg,2025,48 min/episode,WEBSERIES
171,Alice in Borderland (2025) S03 Hindi Dubbed Series,8.6,"Sci-Fi, Thriller, Mystery","The third season of Alice in Borderland raises the stakes to their highest yet. After surviving countless deadly games, Arisu (Kento Yamazaki) and Usagi (Tao Tsuchiya) awaken in a new version of Borderland — one that blurs the line between illusion and reality. With old allies gone and new enemies emerging, the duo must face psychological trials designed to break their minds rather than their bodies. Each game reveals shocking truths about the world’s creation and Arisu’s connection to it. As tension builds, Nijirô Murakami returns in a key role that redefines the balance of power. Visually stunning and emotionally devastating, Season 3 is the ultimate test of humanity in a world that refuses to let go.",https://m.media-amazon.com/images/M/MV5BYmMzODA4M2MtMjBmNC00YjFhLTg4NzgtODgyNzE4NWQxMThmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,60 min/episode,WEBSERIES
172,Landman (2024) S01 Hindi Dubbed Series,8.1,"Drama, Thriller, Western","Landman unfolds in the oil fields of West Texas, where power, greed, and ambition fuel a modern-day empire. Billy Bob Thornton plays Tommy Norris, a roughneck-turned-oil-tycoon whose rise mirrors America’s unrelenting thirst for energy. Ali Larter portrays a journalist uncovering the cost of this boom — corruption, environmental devastation, and shattered families. Jacob Lofland stars as a young driller caught between loyalty and morality. The series delves deep into the price of wealth and progress, showing how one man’s dream can ignite a chain reaction of betrayal and violence. With sweeping landscapes and hard-hitting realism, Landman exposes the dark side of American prosperity where the ground itself bleeds black gold.",https://m.media-amazon.com/images/M/MV5BNTRkY2ZkNzUtMzBlNC00NTc0LWE0ZDQtMWZiNGU5OWEyZGU4XkEyXkFqcGc@._V1_.jpg,2024,55 min/episode,WEBSERIES
173,Wayward (2025) S01 Hindi Dubbed Series,8,"Mystery, Drama, Psychological","From the minds behind Sex Education and Hereditary, Wayward is an unsettling psychological mystery about a woman who begins to question her own sanity after a chance encounter changes her life. Mae Martin plays Alex, a therapist who moves to a quiet coastal town for a fresh start — only to find her reality fracturing when she meets a family who insists they already know her. Toni Collette plays the enigmatic matriarch hiding a dark secret, and Patrick J. Adams appears as Alex’s ex-lover drawn into her unraveling perception of truth. The series masterfully blends suspense with emotional depth, exploring trauma, memory, and identity in a world where reality may not exist as it seems.",https://m.media-amazon.com/images/M/MV5BZTM0NTQ5ZTktNzIwZS00OWRhLWIxZGEtNTUyMzkzZDVhOTFmXkEyXkFqcGc@._V1_.jpg,2025,52 min/episode,WEBSERIES
174,Alien Earth (2025) S01 Hindi Dubbed Series,8.4,"Sci-Fi, Drama, Mystery","In “Alien Earth,” humanity’s first interstellar colony faces the haunting truth about survival and what it means to be human. After Earth becomes uninhabitable, the last remnants of humankind flee to Proxima B, a distant planet that seems like a second chance. However, the new world hides a sentient ecosystem that reacts to human emotion and thought. As scientists and colonists clash over how to coexist with this alien intelligence, Dr. Mara Keane (Sydney Chandler) begins to unravel a mystery suggesting the planet itself may be alive—and aware of their every move. Each episode deepens the tension between faith, science, and survival, blending cosmic wonder with psychological horror. Visually stunning and deeply philosophical, “Alien Earth” explores the fragility of humanity’s will to dominate versus its capacity to evolve. As communication with Earth fades, the line between human and alien consciousness dissolves, forcing the survivors to question what they left behind and what they’ve become. A bold, emotional odyssey about rebirth on a world that refuses to be conquered.",https://m.media-amazon.com/images/M/MV5BOGM3NTU5NzQtNmRkZC00NGNhLThmZTQtMDUxMjczNTU5NzQ1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,55 min/episode,WEBSERIES
175,The Terminal List: Dark Wolf (2025) S01 Hindi Dubbed Series,8.8,"Action, Thriller, Military Drama","In “The Terminal List: Dark Wolf,” former Navy SEAL James Reece (Taylor Kitsch) returns from the shadows after years off the grid, pulled back into a world of covert operations and betrayal. When a classified mission goes wrong, Reece discovers the existence of Project Dark Wolf — a secret black-ops program weaponizing soldiers’ minds through experimental conditioning. Joined by operative Marcus Voss (Tom Hopper) and a tenacious journalist (Dar Salim), Reece embarks on a relentless quest to expose the truth. What begins as a rescue turns into a deadly chess game between shadow agencies, rogue mercenaries, and a man who refuses to be controlled. Each episode dives deeper into psychological warfare and moral chaos, exploring how far one soldier will go when justice becomes personal. With cinematic action, grounded realism, and emotional weight, “Dark Wolf” delivers a gripping continuation of The Terminal List saga — a story of vengeance, redemption, and the cost of freedom in a world built on lies.",https://m.media-amazon.com/images/M/MV5BZWU0Nzk0ZWMtNDAxMS00NWVlLWIyZjAtNDliNjhmODEwYjE1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,55 min/episode,WEBSERIES
176,Matchroom: The Greatest Showmen (2025) S01 Hindi Dubbed Series,8.1,"Drama, Biography, Music","“Matchroom: The Greatest Showmen” chronicles the extraordinary rise of the world’s most legendary showmen, blending dazzling performances with the untold struggles behind the spotlight. As the circus empire grows, performers confront personal ambitions, rivalries, and the sacrifices required for fame. Each episode highlights a mix of spectacle, human drama, and the relentless pursuit of perfection, capturing the magic and peril of life on the grand stage. Through intricate storytelling, the series examines the costs of entertainment, the bonds between performers, and the heart behind the showmanship. Visually extravagant and emotionally resonant, “Matchroom” celebrates triumph, passion, and the legacy of those who dared to dream bigger than life itself.",https://m.media-amazon.com/images/M/MV5BMjUyZDY3MDctYWJhNi00ZTI5LWJjN2ItMmQ1NjU4ODYxOTRmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,50 min/episode,WEBSERIES
177,Billionaires Bunker (2025) S01 Series,8,"Drama, Thriller","“Billionaires Bunker” follows a group of ambitious entrepreneurs and elite investors as they navigate the high-stakes world of wealth, power, and secretive ventures. Inside a luxurious bunker, rivalries ignite and alliances form, with every decision potentially making or breaking fortunes. The series delves into ambition, greed, and moral compromises, revealing the human cost behind success. Each episode unravels the tension between loyalty, deception, and the relentless pursuit of dominance in a world where the stakes are as high as the risks. Intense, thrilling, and thought-provoking, “Billionaires Bunker” exposes the hidden battles behind the gilded curtain of wealth.",https://m.media-amazon.com/images/M/MV5BMTNhOTIwMDQtNjNlZC00MzUzLWIxYTktMTY1MWVkZTM4ZDQ1XkEyXkFqcGc@._V1_.jpg,2025,50 min/episode,WEBSERIES
178,Black Rabbit (2025) S01 Hindi Dubbed Series,8.2,"Thriller, Mystery, Drama","“Black Rabbit” follows a dark and suspenseful tale where hidden secrets and deadly conspiracies collide. Set against a backdrop of tension and intrigue, the series explores the psychological battles of its characters as they uncover hidden truths and confront dangerous adversaries. Each episode layers mystery, suspense, and unexpected twists, keeping viewers on edge while questioning loyalty, trust, and morality. With intense performances and cinematic storytelling, “Black Rabbit” delves into the shadowy corners of human ambition and obsession, creating a thrilling and immersive viewing experience.",https://m.media-amazon.com/images/M/MV5BMjNkZDQzYTItZDgzNi00ZDU4LWI2NWItYjA0ZDdlMjgyMWI2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,60 min/episode,WEBSERIES
179,Two Graves (2025) S01 Hindi Dubbed Series,8.1,"Thriller, Mystery, Crime","“Two Graves” is a gripping series that dives deep into the dark and twisted world of crime and vengeance. When two pasts collide, secrets long buried resurface, leading to shocking revelations and dangerous confrontations. Each episode unravels layers of deceit, testing loyalties and moral boundaries, while the characters struggle to survive a web of manipulation and intrigue. Tension, suspense, and unexpected twists drive the story forward, making “Two Graves” an intense and immersive experience for fans of psychological thrillers and crime dramas.",https://m.media-amazon.com/images/M/MV5BYmJhNDQ0ODUtMWVhOC00NWM3LWEyNzEtYWI3MGJhOTAxYzU4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,55 min/episode,WEBSERIES
180,King & Conqueror (2025) S01 Hindi Dubbed Series,8.2,"Action, Historical, Drama","“King & Conqueror” chronicles the rise of a legendary monarch whose vision and ambition reshape an empire. Set against a backdrop of political intrigue, betrayal, and epic battles, the series follows the journey of a ruler determined to unify warring factions while facing personal and moral challenges. Each episode blends action-packed sequences with intricate storytelling, exploring themes of power, loyalty, and legacy. Richly detailed and visually stunning, “King & Conqueror” immerses viewers in a historical saga where every decision could change the course of history.",https://m.media-amazon.com/images/M/MV5BYjIxMjYxOWMtYjZmNi00MGU0LTg2ZGMtODg2MTJmZWNiYzg4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,55 min/episode,WEBSERIES
181,Hostage (2025) S01 Hindi Dubbed Series,8.1,"Thriller, Action, Drama","“Hostage” plunges viewers into a high-stakes world where every second counts. When a group of ordinary civilians is taken captive during a daring heist, law enforcement and negotiators must race against time to prevent disaster. The series delves deep into the psychology of fear, loyalty, and desperation, revealing the personal stories and hidden motives of both captives and captors. Each episode intensifies the tension with clever plot twists, intense confrontations, and moral dilemmas, keeping viewers on edge. A gripping narrative of survival, courage, and human resilience under extreme pressure.",https://m.media-amazon.com/images/M/MV5BY2E2MWJiNzktOTY2Ni00MzlkLTk1N2MtNzFiYzQ3YWM5YmRmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,50 min/episode,WEBSERIES
182,Fatal Seduction (2025) S02 Hindi Dubbed Series,8.3,"Thriller, Drama, Mystery","“Fatal Seduction” returns with its second season, diving deeper into a web of betrayal, desire, and dangerous secrets. As characters navigate love, revenge, and deception, new twists and shocking revelations keep viewers on edge. Every episode unravels a complex story where trust is scarce, and every choice can have deadly consequences. Tension escalates as hidden motives surface, alliances shift, and the line between victim and predator blurs. A gripping exploration of human vulnerability and manipulation, blending suspense with emotional intensity.",https://m.media-amazon.com/images/M/MV5BMjgzMzdiYWMtNGE4Ny00ZDNiLWEyMjMtNGViZDZiYzk2MjViXkEyXkFqcGc@._V1_.jpg,2025,50 min/episode,WEBSERIES
183,Young Millionaires (2025) S01 Hindi Dubbed Series,8.1,"Drama, Comedy, Business","“Young Millionaires” chronicles the lives of ambitious and resourceful young entrepreneurs navigating the high-stakes world of business. From innovative startups to unexpected betrayals, each episode dives into their challenges, victories, and personal dilemmas. Friendships are tested, rivalries ignite, and fortunes are made or lost, all while the young visionaries strive to balance ambition with integrity. A captivating series that blends humor, drama, and inspiration, offering a glimpse into the lives of the next generation of millionaires.",https://m.media-amazon.com/images/M/MV5BZjkwMmUyNmYtMjMwZS00MGEyLWJmNDUtZWI0Y2ZjZGI3MTA4XkEyXkFqcGc@._V1_.jpg,2025,50 min/episode,WEBSERIES
184,Butterfly (2025) S01 Hindi Dubbed Series,8,"Drama, Thriller, Mystery","“Butterfly” follows the suspenseful and thrilling journey of a group of individuals whose lives become entangled in a web of secrets and deception. Each episode unveils shocking twists, unexpected alliances, and dark truths lurking behind seemingly ordinary lives. The series blends tension, intrigue, and emotional depth, keeping viewers on the edge of their seats as they unravel the mysteries surrounding the characters. A perfect mix of drama and thriller for fans of gripping storytelling.",https://m.media-amazon.com/images/M/MV5BMjI1ZjM2MzQtNGMxZS00MmE4LWJmMjEtMjMxMTkyMDEzYWIxXkEyXkFqcGc@._V1_.jpg,2025,50-60 min/episode,WEBSERIES
185,Wednesday (2025) S01 Hindi Dubbed Series,8.3,"Mystery, Thriller, Drama","In “Wednesday,” a young investigator finds herself entangled in a web of secrets and conspiracies that threaten her city. As she digs deeper into a series of bizarre events, she discovers that nothing is as it seems, and every clue leads to darker revelations. The season balances suspenseful storytelling, psychological tension, and thrilling twists, making each episode a gripping exploration of human motives, hidden pasts, and moral dilemmas. With cinematic visuals and intense performances, “Wednesday” offers a thrilling ride through mystery, danger, and intrigue.",https://m.media-amazon.com/images/M/MV5BZGQxYWFlNzgtODZjMS00YmM5LWEzZWMtOGVmODMzYjIyODZiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2025,50 min/episode,WEBSERIES
